donor_category	donor_id	donor_name	source_url	country_code	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Colombo Katunayake Expressway (A1 , A2 , A3 & A4)	False	248.2	USD	248.2	The objective of the project is the construction of the Colombo - Katunayaka Expressway which links the Bandarana International Airport & Capital City of Colombo.	Construction of 25.8Km length of Expressway from Colombo to Katunayake.	2009-08-06	1249516800						Road Development Authority	Ministry of Higher Education & Highways	Colombo Katunayake Expressway (A1 , A2 , A3 & A4)	Loan - (04 Loans)	USD 248.2 Mn	The objective of the project is the construction of the Colombo - Katunayaka Expressway which links the Bandarana International Airport & Capital City of Colombo.	Construction of 25.8Km length of Expressway from Colombo to Katunayake.	2009-08-06		Road Development Authority	Ministry of Higher Education & Highways
bilateral	12	China Development Bank (CDB)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=12&today=2022-03-14&Itemid=321&lang=en	CN	Balance of 400 million facility for priority Water Supply Projects	True	242.6	USD	242.6		Valachchenai Water Supply Project; Bandarawela, Diyathalawa, Haputhale Water Supply Project	2017-08-30	1504051200						National Water Supply & Drainage Board	Ministry of City Planning & Water Supply	Balance of 400 million facility for priority Water Supply Projects	Loan	242.6		Valachchenai Water Supply Project; Bandarawela, Diyathalawa, Haputhale Water Supply Project	2017-08-30		National Water Supply & Drainage Board	Ministry of City Planning & Water Supply
bilateral	12	China Development Bank (CDB)	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=12&today=2022-03-14&Itemid=321&lang=en	CN	Moragahakanda Development Project	True	214.2	USD	214.2	Provide irrigation facilities for 82,000 ha while increasing the cropping intensity up to 1.81. Also issue 90 MCM of water for domestic/industrial purposes and construction of 25 MW hydro power plants.	Construction of 61m height and 465m length main dam, saddle dam 01 with 50.5m height and 365 m length and saddle dam 02 with 21.5m height and 275 m length to retain 570 MCM of water.	2012-06-28	1340841600						Mahaweli Authority Of Sri Lanka	Ministry of Mahaweli Development & Environment	Moragahakanda Development Project	Loan	USD 214.2 Mn	Provide irrigation facilities for 82,000 ha while increasing the cropping intensity up to 1.81. Also issue 90 MCM of water for domestic/industrial purposes and construction of 25 MW hydro power plants.	Construction of 61m height and 465m length main dam, saddle dam 01 with 50.5m height and 365 m length and saddle dam 02 with 21.5m height and 275 m length to retain 570 MCM of water.	2012-06-28		Mahaweli Authority Of Sri Lanka	Ministry of Mahaweli Development & Environment
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Metro Colombo Urban Development Project	True	213.0	USD	213.0	To reduce flooding in the catchment of the Colombo water basing and Strengthen the capacity of local authorities in the Colombo Metropolitan Area to rehabilitate, improve and maintain local infrastructure and services through selected demonstration investments.	"Flood and drainage management

Urban development, infrastructure rehabilitation and capacity building for Metro Colombo local authorities
Implementation Support; Urban development, infrastructure rehabilitation and capacity building for Metro Colombo local authorities; Implementation Support"	2012-05-18	1337299200			5.0	year	157788000.0	Ministry of Megapolis and Western Development	Sri Lanka Land Reclamation and Development Corporation (SLLRDC), Colombo/ Dehiwala - Mount Lavinia/ Sri Jayewardenepura Kotte Municipal Councils, Kolonnawa Urban Council, Urban Development Authority (UDA)	Metro Colombo Urban Development Project	Loan	USD 213 Mn	To reduce flooding in the catchment of the Colombo water basing and Strengthen the capacity of local authorities in the Colombo Metropolitan Area to rehabilitate, improve and maintain local infrastructure and services through selected demonstration investments.	"Flood and drainage management

Urban development, infrastructure rehabilitation and capacity building for Metro Colombo local authorities
Implementation Support; Urban development, infrastructure rehabilitation and capacity building for Metro Colombo local authorities; Implementation Support"	2012-05-18	5 Years	Ministry of Megapolis and Western Development	Sri Lanka Land Reclamation and Development Corporation (SLLRDC), Colombo/ Dehiwala - Mount Lavinia/ Sri Jayewardenepura Kotte Municipal Councils, Kolonnawa Urban Council, Urban Development Authority (UDA)
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Anuradhapura North Water Supply Project (Phase 2)	True	212.0	USD	212.0			2017-06-14	1497398400						Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Anuradhapura North Water Supply Project (Phase 2)	Loan	212 Million			2017-06-14		Water Supply and Drainage Board	Ministry of City Planning and Water Supply
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	National Transmission and Distribution Network Development and Efficiency Improvement Project (SL - P113)	True	24930.0	JPY	211.905	Enhance capacity of national transmission and distribution network located in Greater Colombo area and its surroundings and to reduce transmission and distribution losses by constructing and upgrading transmission lines, substations and distribution lines thereby contributing to the improvement of energy reliability and energy efficiency in Sri Lanka.	Construction of 220/132kV Kirindiwela SwS and 220/33kV KIrindiwela GS with related 132kV and 220kV TLs; Construction of 132kV Thulhiriya-Veyangoda TL; Construction of 132/33kV Battaramulla GS; Capacity Enhancement of 132kV Kolonnawa-Pannipitiya TL; Capacity Enhancement of 132kV Pannipitiya Rathmlana TL; Construction of 220kV Kothmale - New PolpitiyaTL; Capacity Enhancement of 132kV Polpitiya-New Habarana TL; Underground Electricity Distribution  Development Project in Dehiwala Mount Lavinia Area; 11kV Underground electricity distribution  development Project at Battaramulla	2015-08-11	1439251200			7.0	year	220903200.0	Ceylon Electricity Board	Ministry of Power & Renewable Energy	National Transmission and Distribution Network Development and Efficiency Improvement Project (SL - P113)	Loan	JPY 24,930 Mn	Enhance capacity of national transmission and distribution network located in Greater Colombo area and its surroundings and to reduce transmission and distribution losses by constructing and upgrading transmission lines, substations and distribution lines thereby contributing to the improvement of energy reliability and energy efficiency in Sri Lanka.	Construction of 220/132kV Kirindiwela SwS and 220/33kV KIrindiwela GS with related 132kV and 220kV TLs; Construction of 132kV Thulhiriya-Veyangoda TL; Construction of 132/33kV Battaramulla GS; Capacity Enhancement of 132kV Kolonnawa-Pannipitiya TL; Capacity Enhancement of 132kV Pannipitiya Rathmlana TL; Construction of 220kV Kothmale - New PolpitiyaTL; Capacity Enhancement of 132kV Polpitiya-New Habarana TL; Underground Electricity Distribution  Development Project in Dehiwala Mount Lavinia Area; 11kV Underground electricity distribution  development Project at Battaramulla	2015-08-11	7 Years	Ceylon Electricity Board	Ministry of Power & Renewable Energy
bilateral	4	China - EXIM Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=4&today=2022-03-14&Itemid=321&lang=en	CN	Matara - Beliatta Section of the Matara - Kataragama Railway Line Extension Project	False	200.0	USD	200.0	To improve the transport system in the Southern region by providing an efficient rail transport service from Colombo to Kataragama.	Construction of 26.75km length of single line broad gauge rail track from Matara to Beliatta.; Construct structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, tunnels.; Construct four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations.	2013-02-19	1361232000						Sri Lanka Railways	Ministry of Transport & Civil Aviation	Matara - Beliatta Section of the Matara - Kataragama Railway Line Extension Project	Loan (02 loans)	USD 200 mn / USD 78 mn	To improve the transport system in the Southern region by providing an efficient rail transport service from Colombo to Kataragama.	Construction of 26.75km length of single line broad gauge rail track from Matara to Beliatta.; Construct structures such as culverts, bridges, viaducts those required over the Nilwala river flood plain, level crossings, underpasses, overpasses, tunnels.; Construct four numbers railway crossing stations, 2 numbers sub stations and functional requirements of stations.	2013-02-19		Sri Lanka Railways	Ministry of Transport & Civil Aviation
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Education Sector Development Program	False	200.0	USD	200.0	Objective of this project is to revamp Sri Lanka’s secondary school system through a results-based lending (RBL) program.	Integrating school assessments with external exams to improve pass rates; Introducing a technology stream to enable graduates to move more easily into vocational courses; Upgrading the quality of teaching, training institutions, and learning facilities.	2013-08-09	1376006400						Ministry of Education	Ministry of Education	Education Sector Development Program	Programme Loan	USD 200 Mn	Objective of this project is to revamp Sri Lanka’s secondary school system through a results-based lending (RBL) program.	Integrating school assessments with external exams to improve pass rates; Introducing a technology stream to enable graduates to move more easily into vocational courses; Upgrading the quality of teaching, training institutions, and learning facilities.	2013-08-09		Ministry of Education	Ministry of Education
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Integrated Road Investment Program - Tranche 3	True	200.0	USD	200.0	Enhance road accessibility between rural communities and socioeconomic centers.	"Road improvement in Southern Province, Sabaragamuwa Province, Kalutara District of Western Province, Central Province, Northern Central Province and North Western Province: Financing of the second slice of contract packages under the Investment Program, to improvement and/or maintenance of around 3,108 km of rural access roads to all weather standards and around 248 km of national roads. This will include improvement and maintenance of,

The rural access roads for 3 years under management contracts,
Selected national road corridors for 7 years, and
Short, isolated sections of national road corridors for 3 years.; The rural access roads for 3 years under management contracts,; Selected national road corridors for 7 years, and; Short, isolated sections of national road corridors for 3 years.; Capacity enhancement of Road Agencies."	2015-12-11	1449792000						Road Development Authority	Ministry of Higher Education and Highways	Integrated Road Investment Program - Tranche 3	Loan	USD 200 Mn	Enhance road accessibility between rural communities and socioeconomic centers.	"Road improvement in Southern Province, Sabaragamuwa Province, Kalutara District of Western Province, Central Province, Northern Central Province and North Western Province: Financing of the second slice of contract packages under the Investment Program, to improvement and/or maintenance of around 3,108 km of rural access roads to all weather standards and around 248 km of national roads. This will include improvement and maintenance of,

The rural access roads for 3 years under management contracts,
Selected national road corridors for 7 years, and
Short, isolated sections of national road corridors for 3 years.; The rural access roads for 3 years under management contracts,; Selected national road corridors for 7 years, and; Short, isolated sections of national road corridors for 3 years.; Capacity enhancement of Road Agencies."	2015-12-11		Road Development Authority	Ministry of Higher Education and Highways
multilateral	7	World Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=7&today=2022-03-14&Itemid=322&lang=en		Second Health Sector Development Project	True	200.0	USD	200.0	To upgrade the standards of performance of the public health system and enable it to better respond to the challenges of malnutrition and non - communicable diseases.	"Support to priority areas under the national health program

Addressing maternal and child health and nutrition
Improving the prevention and control of non - communicable diseases
Health System Improvement; Addressing maternal and child health and nutrition; Improving the prevention and control of non - communicable diseases; Health System Improvement; Development plan innovation, results monitoring and capacity building"	2013-08-19	1376870400						Ministry of Health Nutrition and Indigenous Medicine		Second Health Sector Development Project	Loan	USD 200 Mn	To upgrade the standards of performance of the public health system and enable it to better respond to the challenges of malnutrition and non - communicable diseases.	"Support to priority areas under the national health program

Addressing maternal and child health and nutrition
Improving the prevention and control of non - communicable diseases
Health System Improvement; Addressing maternal and child health and nutrition; Improving the prevention and control of non - communicable diseases; Health System Improvement; Development plan innovation, results monitoring and capacity building"	2013-08-19		Ministry of Health Nutrition and Indigenous Medicine	
